id,age,term,annual_contribution,growth_rate,takaful_benefit,year_one,year_two,year_three,year_four,year_five,year_six,year_seven,year_eight,year_nine,year_ten,year_eleven,year_twelve,year_thirteen,year_fourteen,year_fifteen,year_sixteen,year_seventeen,year_eighteen,year_nineteen,year_twenty,year_twenty_one,year_twenty_two,year_twenty_three,year_twenty_four,year_twenty_five,created_at
266,46,15,144800,0.1,724000,82171.9,188093,347563,520557,723460,927921,1178440,1419250,1679290,2004690,2311510,2642830,3000600,3386950,3900000,,,,,,,,,,,3/4/2025 0:34
267,46,20,119000,0.1,595000,67195.7,153853,284454,426099,592241,759593,964702,1161730,1374440,1640730,1891620,2162470,2454890,2770590,3172520,3545430,3948030,4382680,4851950,5450000,,,,,,3/4/2025 0:34
268,46,25,103800,0.1,519000,58372.6,133681,247274,370449,514934,660422,838778,1010010,1194830,1426310,1644240,1879470,2133390,2407470,2756600,3080250,3429610,3806720,4213780,4706470,5185070,5701700,6259370,6861330,7600000,3/4/2025 0:34
269,47,10,199800,0.1,999000,113812,260295,480858,720319,1001420,1284840,1632010,1965990,2326740,2800000,,,,,,,,,,,,,,,,3/4/2025 0:34
270,47,15,144900,0.1,724500,82022.9,187652,346908,519757,722675,927175,1177760,1418620,1678700,2004190,2311070,2642460,3000310,3386730,3900000,,,,,,,,,,,3/4/2025 0:34
271,47,20,119000,0.1,595000,67025.7,153382,283714,425139,591174,758440,963455,1160380,1372980,1639160,1889920,2160630,2452900,2768440,3170200,3542920,3945310,4379750,4848780,5450000,,,,,,3/4/2025 0:34
272,47,25,103900,0.1,519500,58282.1,133401,246872,369975,514508,660065,838515,1009830,1194740,1426340,1644370,1879720,2133760,2407970,2757310,3081120,3430650,3807940,4215200,4708160,5187000,5703890,6261840,6864110,7600000,3/4/2025 0:34
273,48,10,200000,0.1,1000000,113642,259720,479983,719323,1000500,1284060,1631410,1965550,2326460,2800000,,,,,,,,,,,,,,,,3/4/2025 0:34
274,48,15,145100,0.1,725500,81931.4,187307,346405,519231,722281,926954,1177760,1418830,1679140,2004930,2312080,2643750,3001910,3388660,3900000,,,,,,,,,,,3/4/2025 0:34
275,48,20,119100,0.1,595500,66913.3,153013,283144,424470,590520,757834,962924,1159910,1372570,1638850,1889690,2160490,2452850,2768490,3170400,3543240,3945770,4380340,4849520,5450000,,,,,,3/4/2025 0:34
276,48,25,103900,0.1,519500,58133.6,132964,246160,369071,513490,658964,837326,1008540,1193350,1424840,1642750,1877970,2131860,2405920,2755090,3078720,3428060,3805140,4212180,4704890,5183470,5700070,6257710,6859640,7600000,3/4/2025 0:34
277,49,10,200200,0.1,1001000,113443,259015,478990,718045,999273,1282940,1630440,1964710,2325760,2800000,,,,,,,,,,,,,,,,3/4/2025 0:34
278,49,15,145200,0.1,726000,81760.8,186735,345573,518135,721153,925838,1176680,1417760,1678090,2003930,2311100,2642790,3000980,3387760,3900000,,,,,,,,,,,3/4/2025 0:34
279,49,20,119200,0.1,596000,66783.6,152566,282503,423632,589679,757028,962176,1159200,1371910,1638270,1889160,2160020,2452450,2768160,3170200,3543120,3945740,4380420,4849710,5450000,,,,,,3/4/2025 0:34
280,49,25,104000,0.1,520000,58027.7,132591,245631,368384,512816,658339,836773,1008050,1192920,1424510,1642490,1877790,2131780,2405930,2755250,3079000,3428460,3805680,4212860,4705780,5184540,5701330,6259170,6861330,7600000,3/4/2025 0:34
281,50,10,200500,0.1,1002500,113244,258411,477942,716816,998196,1282080,1629890,1964420,2325750,2800000,,,,,,,,,,,,,,,,3/4/2025 0:34
282,50,15,145300,0.1,726500,81548.3,186142,344526,516811,719769,924444,1175300,1416370,1676680,2002540,2309700,2641390,2999560,3386330,3900000,,,,,,,,,,,3/4/2025 0:34
283,50,20,119300,0.1,596500,66619.3,152103,281685,422606,588625,755992,961180,1158230,1370960,1637380,1888300,2159190,2451660,2767400,3169530,3542510,3945180,4379920,4849270,5450000,,,,,,3/4/2025 0:34
284,50,25,104100,0.1,520500,57891.6,132203,244947,367533,511957,657513,836003,1007320,1192230,1423900,1641940,1877290,2131340,2405560,2755010,3078840,3428390,3805710,4213000,4706080,5184960,5701890,6259880,6862200,7600000,3/4/2025 0:34
285,51,10,200800,0.1,1004000,113064,257463,476539,715146,996623,1280690,1628750,1963500,2325070,2800000,,,,,,,,,,,,,,,,3/4/2025 0:34
286,51,15,145500,0.1,727500,81408.2,185431,343464,515532,718530,923310,1174320,1415510,1675970,2002030,2309360,2641220,2999590,3386570,3900000,,,,,,,,,,,3/4/2025 0:34
287,51,20,119400,0.1,597000,66467.5,151434,280657,421320,587277,754638,959839,1156880,1369610,1636050,1886960,2157860,2450310,2766050,3168230,3541200,3943870,4378600,4847950,5450000,,,,,,3/4/2025 0:34
288,51,25,104200,0.1,521000,57766.4,131636,244079,366453,510839,656407,834931,1006260,1191190,1422910,1640970,1876350,2130430,2404680,2754210,3078070,3427670,3805030,4212360,4705550,5184490,5701480,6259540,6861930,7600000,3/4/2025 0:34
289,52,10,201200,0.1,1006000,112725,256438,475065,713442,995105,1279460,1627910,1963000,2324950,2800000,,,,,,,,,,,,,,,,3/4/2025 0:34
290,52,15,145700,0.1,728500,81110.8,184572,342178,513968,716966,921825,1172960,1414250,1674810,2001050,2308500,2640500,2999010,3386150,3900000,,,,,,,,,,,3/4/2025 0:34
291,52,20,119600,0.1,598000,66243.8,150775,279685,420161,586166,753641,959008,1156190,1369070,1635730,1886820,2157910,2450580,2766540,3169070,3542310,3945280,4380330,4850020,5450000,,,,,,3/4/2025 0:34
292,52,25,104300,0.1,521500,57528.6,130963,243051,365170,509489,655051,833588,1004910,1189840,1421580,1639640,1875010,2129080,2403320,2752900,3076760,3426350,3803710,4211040,4704270,5183210,5700200,6258260,6860650,7600000,3/4/2025 0:34
293,53,10,201600,0.1,1008000,112404,255319,473399,711476,993280,1277900,1626720,1962120,2324400,2800000,,,,,,,,,,,,,,,,3/4/2025 0:34
294,53,15,145900,0.1,729500,80827.8,183644,340754,512215,715183,920103,1171340,1412710,1673350,1999740,2307290,2639400,2998020,3385280,3900000,,,,,,,,,,,3/4/2025 0:34
295,53,20,119700,0.1,598500,65975,149930,278361,418487,584372,751806,957147,1154280,1367100,1633740,1884780,2155800,2448400,2764290,3166790,3539950,3942830,4377790,4847380,5450000,,,,,,3/4/2025 0:34
296,53,25,104400,0.1,522000,57301.4,130242,241925,363753,507983,653525,832062,1003360,1188270,1420020,1638050,1873400,2127440,2401650,2751250,3075080,3424630,3801950,4209250,4702490,5181390,5698340,6256350,6858680,7600000,3/4/2025 0:34
297,54,10,202100,0.1,1010500,112073,254136,471679,709496,991528,1276520,1625840,1961690,2324450,2800000,,,,,,,,,,,,,,,,3/4/2025 0:34
298,54,15,146200,0.1,731000,80552.8,182708,339359,510554,713592,918692,1170190,1411770,1672640,1999370,2307200,2639610,2998560,3386170,3900000,,,,,,,,,,,3/4/2025 0:34
299,54,20,119900,0.1,599500,65723.2,149102,277104,416955,582828,750342,955812,1153040,1365970,1632790,1883950,2155110,2447860,2763910,3166690,3540050,3943140,4378320,4848160,5450000,,,,,,3/4/2025 0:34
300,54,25,104600,0.1,523000,57096.1,129552,240888,362504,506756,652404,831098,1002530,1187570,1419530,1637730,1873250,2127490,2401910,2751830,3075920,3425750,3803360,4210970,4704670,5183950,5701300,6259760,6862580,7600000,3/4/2025 0:34
301,55,10,202500,0.1,1012500,111616,252643,469447,706813,988874,1274060,1623680,1959760,2322780,2800000,,,,,,,,,,,,,,,,3/4/2025 0:34
302,55,15,146500,0.1,732500,80228.3,181639,337764,508641,711708,916963,1168690,1410460,1671530,1998570,2306640,2639320,2998550,3386470,3900000,,,,,,,,,,,3/4/2025 0:34
303,55,20,120100,0.1,600500,65431.2,148166,275686,415217,581044,748619,954196,1151500,1364510,1631480,1882740,2154010,2446870,2763050,3166060,3539580,3942830,4378200,4848230,5450000,,,,,,3/4/2025 0:34
304,55,25,104700,0.1,523500,56799.5,128640,239473,360720,504824,650419,829074,1000440,1185420,1417340,1635460,1870910,2125060,2399380,2749260,3073240,3422950,3800440,4207920,4701520,5180650,5697840,6256120,6858750,7600000,3/4/2025 0:34
305,18,10,198400,0.13,992000,118075,274954,511920,775070,1088240,1414850,1819150,2225970,2677430,3241230,,,,,,,,,,,,,,,,3/4/2025 0:34
306,18,15,144200,0.13,721000,85297.7,198699,370195,560591,787199,1023400,1315880,1609970,1936270,2343940,2750660,3201960,3702710,4258350,4950970,,,,,,,,,,,3/4/2025 0:34
307,18,20,118500,0.13,592500,69755.8,162541,302993,458892,644453,837790,1077250,1317890,1584840,1918470,2251120,2620160,3029580,3483810,4050270,4616310,5244340,5941180,6714360,7634790,,,,,,3/4/2025 0:34
308,18,25,103400,0.13,517000,60624.2,141297,263509,399139,560582,728734,937036,1146280,1378350,1668480,1957610,2278330,2634090,3028740,3521070,4012760,4558240,5163410,5834820,6634270,7466770,8390450,9415320,10552500,11868800,3/4/2025 0:34
309,19,10,198400,0.13,992000,118075,274906,511842,774971,1088130,1414730,1819010,2225820,2677260,3241050,,,,,,,,,,,,,,,,3/4/2025 0:34
310,19,15,144200,0.13,721000,85297.7,198664,370138,560519,787119,1023310,1315780,1609860,1936150,2343800,2750510,3201790,3702520,4258150,4950740,,,,,,,,,,,3/4/2025 0:34
311,19,20,118500,0.13,592500,69755.8,162513,302946,458832,644387,837717,1077160,1317800,1584730,1918350,2250990,2620020,3029430,3483640,4050080,4616100,5244110,5940920,6714080,7634470,,,,,,3/4/2025 0:34
312,19,25,103400,0.13,517000,60624.2,141272,263468,399087,560524,728669,936965,1146200,1378260,1668380,1957500,2278210,2633950,3028590,3520900,4012580,4558040,5163190,5834570,6633990,7466460,8390110,9414940,10552100,11868400,3/4/2025 0:34
313,20,10,198400,0.13,992000,118046,274838,511742,774843,1087990,1414570,1818830,2225620,2677050,3240810,,,,,,,,,,,,,,,,3/4/2025 0:34
314,20,15,144200,0.13,721000,85276.8,198615,370065,560426,787015,1023200,1315650,1609720,1935990,2343630,2750320,3201570,3702290,4257880,4950450,,,,,,,,,,,3/4/2025 0:34
315,20,20,118500,0.13,592500,69738.6,162472,302886,458756,644301,837622,1077060,1317680,1584600,1918210,2250830,2619840,3029230,3483430,4049840,4615830,5243810,5940580,6713710,7634060,,,,,,3/4/2025 0:34
316,20,25,103500,0.13,517500,60669.7,141378,263677,399415,561005,729308,937801,1147230,1379520,1669910,1959310,2280310,2636400,3031410,3524190,4016340,4562320,5168050,5840070,6640260,7473520,8398060,9423870,10562100,11879700,3/4/2025 0:34
317,21,10,198500,0.13,992500,118085,274919,511904,775116,1088410,1415140,1819590,2226570,2678210,3242230,,,,,,,,,,,,,,,,3/4/2025 0:34
318,21,15,144200,0.13,721000,85261.2,198572,369993,560336,786916,1023090,1315530,1609590,1935840,2343460,2750130,3201370,3702050,4257630,4950160,,,,,,,,,,,3/4/2025 0:34
319,21,20,118500,0.13,592500,69725.8,162437,302827,458682,644219,837531,1076960,1317570,1584480,1918070,2250680,2619670,3029040,3483210,4049610,4615570,5243520,5940260,6713350,7633670,,,,,,3/4/2025 0:34
320,21,25,103500,0.13,517500,60658.4,141346,263625,399350,560933,729228,937712,1147130,1379410,1669790,1959170,2280160,2636230,3031220,3523990,4016110,4562070,5167770,5839760,6639910,7473140,8397630,9423400,10561600,11879100,3/4/2025 0:34
321,22,10,198500,0.13,992500,118064,274848,511799,774983,1088260,1414980,1819410,2226370,2677980,3241980,,,,,,,,,,,,,,,,3/4/2025 0:34
322,22,15,144200,0.13,721000,85245.6,198520,369917,560239,786808,1022970,1315400,1609440,1935680,2343280,2749930,3201140,3701810,4257350,4949860,,,,,,,,,,,3/4/2025 0:34
323,22,20,118500,0.13,592500,69713,162394,302764,458602,644130,837432,1076850,1317450,1584350,1917920,2250510,2619490,3028840,3482990,4049350,4615290,5243210,5939920,6712970,7633240,,,,,,3/4/2025 0:34
324,22,25,103500,0.13,517500,60647.2,141309,263570,399280,560855,729142,937617,1147030,1379290,1669660,1959020,2280000,2636050,3031020,3523770,4015860,4561790,5167460,5839420,6639540,7472720,8397170,9422890,10561000,11878400,3/4/2025 0:34
325,23,10,198500,0.13,992500,118035,274780,511691,774850,1088110,1414810,1819230,2226160,2677760,3241730,,,,,,,,,,,,,,,,3/4/2025 0:34
326,23,15,144200,0.13,721000,85224.7,198471,369838,560142,786700,1022850,1315260,1609290,1935510,2343090,2749730,3200920,3701560,4257070,4949550,,,,,,,,,,,3/4/2025 0:34
327,23,20,118500,0.13,592500,69695.8,162354,302700,458522,644042,837334,1076740,1317330,1584210,1917770,2250350,2619300,3028630,3482760,4049100,4615010,5242900,5939570,6712580,7632810,,,,,,3/4/2025 0:34
328,23,25,103500,0.13,517500,60632.2,141274,263514,399210,560778,729056,937521,1146920,1379170,1669530,1958880,2279840,2635870,3030820,3523540,4015620,4561520,5167160,5839090,6639160,7472310,8396710,9422380,10560400,11877800,3/4/2025 0:34
329,24,10,198500,0.13,992500,118013,274709,511587,774712,1087960,1414640,1819040,2225960,2677530,3241480,,,,,,,,,,,,,,,,3/4/2025 0:34
330,24,15,144200,0.13,721000,85209.1,198419,369762,560042,786589,1022730,1315130,1609140,1935340,2342910,2749520,3200690,3701300,4256790,4949230,,,,,,,,,,,3/4/2025 0:34
331,24,20,118500,0.13,592500,69683,162311,302637,458439,643950,837232,1076620,1317200,1584070,1917620,2250180,2619110,3028420,3482520,4048840,4614720,5242570,5939210,6712180,7632370,,,,,,3/4/2025 0:34
332,24,25,103500,0.13,517500,60621,141236,263459,399138,560697,728967,937422,1146810,1379050,1669390,1958730,2279670,2635690,3030620,3523320,4015360,4561240,5166850,5838740,6638780,7471880,8396230,9421850,10559800,11877200,3/4/2025 0:34
333,25,10,198500,0.13,992500,117985,274641,511470,774562,1087790,1414460,1818830,2225730,2677270,3241190,,,,,,,,,,,,,,,,3/4/2025 0:34
334,25,15,144200,0.13,721000,85188.3,198369,369677,559932,786467,1022590,1314980,1608970,1935160,2342700,2749290,3200430,3701020,4256470,4948880,,,,,,,,,,,3/4/2025 0:34
335,25,20,118500,0.13,592500,69665.8,162270,302567,458349,643849,837120,1076500,1317060,1583920,1917450,2249990,2618900,3028190,3482260,4048550,4614400,5242220,5938820,6711750,7631890,,,,,,3/4/2025 0:34
336,25,25,103500,0.13,517500,60606.1,141201,263398,399059,560609,728869,937313,1146690,1378910,1669240,1958560,2279490,2635480,3030390,3523060,4015080,4560930,5166500,5838360,6638350,7471410,8395710,9421270,10559200,11876400,3/4/2025 0:34
337,26,10,198500,0.13,992500,117963,274557,511336,774395,1087610,1414250,1818610,2225470,2676990,3240880,,,,,,,,,,,,,,,,3/4/2025 0:34
338,26,15,144200,0.13,721000,85172.6,198309,369579,559811,786332,1022440,1314810,1608790,1934950,2342470,2749040,3200150,3700710,4256130,4948500,,,,,,,,,,,3/4/2025 0:34
339,26,20,118500,0.13,592500,69653,162220,302487,458249,643738,836997,1076360,1316910,1583750,1917260,2249780,2618670,3027930,3481980,4048240,4614050,5241830,5938390,6711270,7631350,,,,,,3/4/2025 0:34
340,26,25,103500,0.13,517500,60594.8,141157,263327,398972,560512,728761,937193,1146560,1378770,1669080,1958380,2279290,2635260,3030140,3522790,4014780,4560590,5166120,5837940,6637890,7470890,8395130,9420630,10558500,11875600,3/4/2025 0:34
341,27,10,198600,0.13,993000,117988,274598,511453,774605,1087960,1414750,1819280,2226330,2678040,3242190,,,,,,,,,,,,,,,,3/4/2025 0:34
342,27,15,144200,0.13,721000,85146.6,198236,369475,559676,786182,1022270,1314620,1608580,1934720,2342220,2748760,3199840,3700360,4255740,4948070,,,,,,,,,,,3/4/2025 0:34
343,27,20,118500,0.13,592500,69631.6,162161,302400,458138,643614,836859,1076210,1316740,1583560,1917050,2249550,2618410,3027640,3481660,4047880,4613650,5241390,5937900,6710730,7630760,,,,,,3/4/2025 0:34
344,27,25,103500,0.13,517500,60576.1,141105,263252,398874,560404,728640,937059,1146410,1378600,1668900,1958180,2279060,2635010,3029860,3522480,4014430,4560210,5165700,5837470,6637360,7470310,8394490,9419910,10557700,11874800,3/4/2025 0:34
345,28,10,198600,0.13,993000,117952,274511,511306,774407,1087740,1414500,1819010,2226030,2677710,3241820,,,,,,,,,,,,,,,,3/4/2025 0:34
346,28,15,144300,0.13,721500,85180.9,198313,369629,559927,786576,1022820,1315350,1609500,1935850,2343600,2750400,3201770,3702610,4258340,4951120,,,,,,,,,,,3/4/2025 0:34
347,28,20,118600,0.13,593000,69670.5,162249,302573,458414,644037,837434,1076980,1317700,1584730,1918480,2251240,2620400,3029960,3484340,4051010,4617230,5245470,5942540,6715980,7636740,,,,,,3/4/2025 0:34
348,28,25,103500,0.13,517500,60557.4,141059,263175,398770,560288,728512,936917,1146250,1378430,1668700,1957960,2278820,2634740,3029570,3522150,4014070,4559800,5165250,5836970,6636810,7469690,8393800,9419150,10556900,11873800,3/4/2025 0:34
349,29,10,198600,0.13,993000,117923,274407,511124,774180,1087490,1414220,1818700,2225680,2677330,3241390,,,,,,,,,,,,,,,,3/4/2025 0:34
350,29,15,144300,0.13,721500,85160,198238,369496,559761,786392,1022610,1315130,1609240,1935570,2343290,2750050,3201390,3702180,4257870,4950590,,,,,,,,,,,3/4/2025 0:34
351,29,20,118600,0.13,593000,69653.4,162187,302464,458277,643885,837265,1076790,1317490,1584500,1918220,2250960,2620090,3029610,3483950,4050580,4616750,5244940,5941940,6715320,7636010,,,,,,3/4/2025 0:34
352,29,25,103500,0.13,517500,60542.4,141005,263080,398651,560155,728364,936753,1146070,1378220,1668480,1957710,2278540,2634440,3029230,3521770,4013650,4559330,5164730,5836390,6636170,7468980,8393020,9418280,10555900,11872800,3/4/2025 0:34
353,30,10,198600,0.13,993000,117880,274264,510915,773913,1087190,1413890,1818330,2225270,2676880,3240890,,,,,,,,,,,,,,,,3/4/2025 0:34
354,30,15,144300,0.13,721500,85128.7,198133,369344,559567,786176,1022370,1314860,1608950,1935240,2342930,2749650,3200940,3701680,4257320,4949980,,,,,,,,,,,3/4/2025 0:34
355,30,20,118600,0.13,593000,69627.6,162101,302339,458117,643707,837067,1076570,1317240,1584220,1917920,2250620,2619720,3029190,3483490,4050070,4616190,5244310,5941250,6714550,7635160,,,,,,3/4/2025 0:34
356,30,25,103500,0.13,517500,60520,140930,262970,398511,559999,728191,936561,1145850,1377990,1668210,1957420,2278220,2634080,3028830,3521330,4013150,4558780,5164120,5835720,6635420,7468150,8392090,9417250,10554700,11871500,3/4/2025 0:34
357,31,10,198700,0.13,993500,117883,274268,510958,774032,1087440,1414270,1818880,2225990,2677780,3242030,,,,,,,,,,,,,,,,3/4/2025 0:34
358,31,15,144300,0.13,721500,85087,198035,369186,559366,785952,1022120,1314590,1608640,1934900,2342550,2749230,3200470,3701160,4256740,4949340,,,,,,,,,,,3/4/2025 0:34
359,31,20,118600,0.13,593000,69593.3,162020,302209,457952,643523,836863,1076340,1316990,1583940,1917610,2250280,2619330,3028770,3483020,4049540,4615600,5243660,5940530,6713750,7634270,,,,,,3/4/2025 0:34
360,31,25,103500,0.13,517500,60490,140859,262857,398366,559838,728012,936362,1145630,1377740,1667940,1957120,2277880,2633700,3028410,3520870,4012640,4558220,5163490,5835020,6634650,7467290,8391140,9416190,10553600,11870200,3/4/2025 0:34
361,32,10,198700,0.13,993500,117840,274125,510732,773738,1087110,1413910,1818480,2225540,2677280,3241480,,,,,,,,,,,,,,,,3/4/2025 0:34
362,32,15,144300,0.13,721500,85055.7,197930,369021,559151,785714,1021860,1314290,1608320,1934540,2342150,2748780,3199970,3700610,4256130,4948660,,,,,,,,,,,3/4/2025 0:34
363,32,20,118600,0.13,593000,69567.6,161934,302073,457775,643326,836645,1076100,1316720,1583650,1917280,2249910,2618920,3028310,3482510,4048980,4614980,5242970,5939760,6712900,7633320,,,,,,3/4/2025 0:34
364,32,25,103500,0.13,517500,60467.6,140784,262738,398211,559666,727822,936150,1145400,1377480,1667650,1956800,2277530,2633310,3027970,3520380,4012100,4557610,5162820,5834270,6633820,7466370,8390120,9415060,10552300,11868800,3/4/2025 0:34
365,33,10,198700,0.13,993500,117782,273965,510472,773406,1086740,1413500,1818020,2225040,2676720,3240850,,,,,,,,,,,,,,,,3/4/2025 0:34
366,33,15,144300,0.13,721500,85014,197814,368832,558909,785445,1021560,1313960,1607950,1934130,2341690,2748280,3199410,3699990,4255440,4947890,,,,,,,,,,,3/4/2025 0:34
367,33,20,118600,0.13,593000,69533.3,161839,301917,457575,643104,836398,1075830,1316420,1583310,1916910,2249490,2618460,3027800,3481940,4048350,4614280,5242190,5938900,6711940,7632260,,,,,,3/4/2025 0:34
368,33,25,103500,0.13,517500,60437.6,140701,262602,398037,559472,727606,935910,1145130,1377180,1667320,1956430,2277120,2632860,3027470,3519820,4011480,4556930,5162060,5833430,6632880,7465330,8388960,9413780,10550900,11867200,3/4/2025 0:34
369,34,10,198800,0.13,994000,117785,273922,510445,773429,1086880,1413760,1818440,2225610,2677450,3241810,,,,,,,,,,,,,,,,3/4/2025 0:34
370,34,15,144400,0.13,722000,85032.5,197821,368883,559033,785698,1021950,1314510,1608670,1935030,2342840,2749650,3201050,3701910,4257680,4950540,,,,,,,,,,,3/4/2025 0:34
371,34,20,118600,0.13,593000,69499,161729,301745,457352,642856,836122,1075520,1316080,1582930,1916490,2249030,2617940,3027230,3481300,4047640,4613490,5241320,5937930,6710860,7631060,,,,,,3/4/2025 0:34
372,34,25,103600,0.13,518000,60467.9,140745,262712,398236,559808,728085,936569,1145970,1378220,1668610,1957960,2278930,2634970,3029930,3522700,4014790,4560710,5166360,5838310,6638460,7471630,8396060,9421760,10559900,11877300,3/4/2025 0:34
373,35,10,198800,0.13,994000,117713,273722,510123,773015,1086420,1413250,1817870,2224980,2676750,3241030,,,,,,,,,,,,,,,,3/4/2025 0:34
374,35,15,144400,0.13,722000,84980.3,197676,368649,558731,785362,1021570,1314100,1608210,1934520,2342270,2749030,3200350,3701140,4256820,4949580,,,,,,,,,,,3/4/2025 0:34
375,35,20,118600,0.13,593000,69456.1,161610,301552,457104,642579,835816,1075180,1315700,1582510,1916020,2248510,2617370,3026590,3480600,4046860,4612620,5240350,5936850,6709670,7629730,,,,,,3/4/2025 0:34
376,35,25,103600,0.13,518000,60430.4,140641,262543,398018,559566,727816,936271,1145640,1377850,1668200,1957510,2278430,2634410,3029300,3522020,4014020,4559860,5165420,5837260,6637290,7470340,8394620,9420170,10558100,11875400,3/4/2025 0:34
377,36,10,198900,0.13,994500,117702,273638,510025,772985,1086500,1413450,1818220,2225470,2677400,3241890,,,,,,,,,,,,,,,,3/4/2025 0:34
378,36,15,144400,0.13,722000,84928.1,197513,368389,558423,785019,1021190,1313680,1607740,1934000,2341690,2748380,3199640,3700340,4255940,4948600,,,,,,,,,,,3/4/2025 0:34
379,36,20,118700,0.13,593500,69473.4,161616,301598,457244,642850,836222,1075760,1316450,1583450,1917200,2249920,2619040,3028550,3482880,4049550,4615720,5243900,5940890,6714260,7634990,,,,,,3/4/2025 0:34
380,36,25,103600,0.13,518000,60392.9,140524,262356,397796,559319,727542,935966,1145300,1377480,1667780,1957050,2277910,2633840,3028670,3521310,4013240,4558990,5164460,5836190,6636110,7469020,8393160,9418540,10556300,11873400,3/4/2025 0:34
381,37,10,198900,0.13,994500,117615,273387,509695,772592,1086070,1412960,1817680,2224870,2676740,3241150,,,,,,,,,,,,,,,,3/4/2025 0:34
382,37,15,144400,0.13,722000,84865.4,197330,368148,558136,784701,1020840,1313290,1607310,1933520,2341160,2747790,3198970,3699610,4255120,4947700,,,,,,,,,,,3/4/2025 0:34
383,37,20,118700,0.13,593500,69421.8,161465,301401,457008,642588,835931,1075430,1316090,1583050,1916750,2249430,2618500,3027940,3482210,4048800,4614890,5242970,5939870,6713120,7633730,,,,,,3/4/2025 0:34
384,37,25,103600,0.13,518000,60348,140393,262183,397590,559090,727288,935684,1144980,1377130,1667400,1956620,2277440,2633310,3028080,3520660,4012520,4558180,5163560,5835200,6635000,7467790,8391800,9417030,10554600,11871500,3/4/2025 0:34
385,38,10,198900,0.13,994500,117522,273211,509449,772288,1085730,1412590,1817260,2224400,2676220,3240580,,,,,,,,,,,,,,,,3/4/2025 0:34
386,38,15,144500,0.13,722500,84857.6,197342,368229,558308,785008,1021290,1313910,1608100,1934510,2342390,2749260,3200720,3701650,4257500,4950490,,,,,,,,,,,3/4/2025 0:34
387,38,20,118700,0.13,593500,69366,161360,301254,456826,642386,835706,1075180,1315810,1582740,1916410,2249050,2618070,3027480,3481690,4048230,4614250,5242260,5939080,6712250,7632760,,,,,,3/4/2025 0:34
388,38,25,103600,0.13,518000,60299.2,140301,262055,397431,558913,727091,935465,1144740,1376860,1667100,1956290,2277070,2632900,3027630,3520150,4011960,4557560,5162870,5834430,6634150,7466850,8390750,9415860,10553300,11870100,3/4/2025 0:34
389,39,10,199000,0.13,995000,117539,273230,509517,772437,1086010,1413010,1817850,2225160,2677180,3241770,,,,,,,,,,,,,,,,3/4/2025 0:34
390,39,15,144500,0.13,722500,84826.3,197255,368090,558131,784810,1021070,1313660,1607830,1934210,2342060,2748890,3200310,3701200,4256990,4949930,,,,,,,,,,,3/4/2025 0:34
391,39,20,118700,0.13,593500,69340.3,161288,301139,456679,642222,835524,1074980,1315590,1582490,1916140,2248740,2617730,3027100,3481270,4047760,4613730,5241690,5938440,6711540,7631970,,,,,,3/4/2025 0:34
392,39,25,103600,0.13,518000,60276.8,140238,261954,397303,558770,726932,935289,1144550,1376640,1666860,1956020,2276770,2632570,3027260,3519750,4011500,4557060,5162310,5833810,6633460,7466080,8389900,9414920,10552300,11868900,3/4/2025 0:34
393,40,10,199000,0.13,995000,117496,273098,509311,772143,1085680,1412640,1817450,2224720,2676680,3241220,,,,,,,,,,,,,,,,3/4/2025 0:34
394,40,15,144500,0.13,722500,84794.9,197159,367940,557917,784571,1020800,1313370,1607500,1933850,2341650,2748450,3199810,3700640,4256380,4949250,,,,,,,,,,,3/4/2025 0:34
395,40,20,118700,0.13,593500,69314.5,161209,301016,456503,642026,835306,1074740,1315320,1582190,1915800,2248370,2617320,3026640,3480760,4047200,4613110,5241000,5937670,6710690,7631030,,,,,,3/4/2025 0:34
396,40,25,103600,0.13,518000,60254.3,140169,261847,397148,558598,726741,935077,1144310,1376380,1666570,1955700,2276410,2632170,3026820,3519260,4010960,4556450,5161640,5833060,6632640,7465160,8388880,9413790,10551000,11867500,3/4/2025 0:34
397,41,10,199000,0.13,995000,117445,272958,509030,771744,1085240,1412150,1816900,2224110,2676000,3240470,,,,,,,,,,,,,,,,3/4/2025 0:34
398,41,15,144500,0.13,722500,84758.3,197057,367735,557625,784246,1020440,1312970,1607060,1933350,2341110,2747840,3199130,3699890,4255540,4948320,,,,,,,,,,,3/4/2025 0:34
399,41,20,118700,0.13,593500,69284.4,161126,300847,456263,641757,835008,1074410,1314950,1581780,1915350,2247870,2616770,3026020,3480080,4046440,4612260,5240060,5936630,6709530,7629740,,,,,,3/4/2025 0:34
400,41,25,103600,0.13,518000,60228,140096,261699,396938,558363,726480,934787,1143990,1376020,1666170,1955260,2275920,2631630,3026220,3518590,4010220,4555630,5160720,5832050,6631500,7463910,8387490,9412240,10549300,11865600,3/4/2025 0:34
401,42,10,199100,0.13,995500,117455,272861,508859,771536,1085120,1412120,1817000,2224330,2676350,3240990,,,,,,,,,,,,,,,,3/4/2025 0:34
402,42,15,144600,0.13,723000,84781.7,197024,367681,557580,784310,1020620,1313290,1607520,1933970,2341930,2748860,3200380,3701380,4257300,4950430,,,,,,,,,,,3/4/2025 0:34
